term_str,n,p,i,n_chars,max_pos,n_pos,cat_pos,stop,p_stem
confuse,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,confus
marshaled,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,marshal
tapping,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,tap
sun,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,sun
craving,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,crave
politically,1,7.29250986311959e-06,17.065153136954358,11,RB,1,{'RB'},0,polit
earns,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,earn
emulation,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,emul
persecute,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,persecut
mediocrity,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,mediocr
grasp,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,grasp
prize,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,prize
magnificently,1,7.29250986311959e-06,17.065153136954358,13,RB,1,{'RB'},0,magnific
inhospitable,1,7.29250986311959e-06,17.065153136954358,12,JJ,1,{'JJ'},0,inhospit
perseverance,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,persever
purposeful,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,purpos
moomaw,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,moomaw
distorts,1,7.29250986311959e-06,17.065153136954358,8,VBZ,1,{'VBZ'},0,distort
proportions,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,proport
affliction,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,afflict
every-4-year,1,7.29250986311959e-06,17.065153136954358,12,JJ,1,{'JJ'},0,every-4-year
routinely,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,routin
occurrence,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,occurr
baker,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,baker
rekindling,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,rekindl
mondale,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,mondal
hatfield,1,7.29250986311959e-06,17.065153136954358,8,NNP,1,{'NNP'},0,hatfield
1981,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1981
ever-expanding,1,7.29250986311959e-06,17.065153136954358,14,JJ,1,{'JJ'},0,ever-expand
affirmation,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,affirm
ensured,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,ensur
slowed,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,slow
inches,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,inch
miles,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,mile
hill,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,hill
gillis,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,gilli
stennis,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,stenni
burger,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,burger
1985,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,1985
depended,1,7.29250986311959e-06,17.065153136954358,8,VBD,1,{'VBD'},0,depend
flyleaf,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,flyleaf
diary,1,7.29250986311959e-06,17.065153136954358,5,JJ,1,{'JJ'},0,diari
battalions,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,battalion
rainbow,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,rainbow
famed,1,7.29250986311959e-06,17.065153136954358,5,VBN,1,{'VBN'},0,fame
barber,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,barber
marker,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,marker
jungles,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,jungl
paddies,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,paddi
reservoir,1,7.29250986311959e-06,17.065153136954358,9,NNP,1,{'NNP'},0,reservoir
13,1,7.29250986311959e-06,17.065153136954358,2,CD,1,{'CD'},0,13
60,1,7.29250986311959e-06,17.065153136954358,2,CD,1,{'CD'},0,60
cry,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,cri
climb,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,climb
sunlight,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,sunlight
technologies,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,technolog
meaningful,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,meaning
grip,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,grip
restated,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,restat
'll,1,7.29250986311959e-06,17.065153136954358,3,MD,1,{'MD'},0,'ll
vibrant,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,vibrant
journeyed,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,journey
dramatically,1,7.29250986311959e-06,17.065153136954358,12,RB,1,{'RB'},0,dramat
machine,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,machin
rob,1,7.29250986311959e-06,17.065153136954358,3,VB,1,{'VB'},0,rob
belonged,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,belong
yielded,1,7.29250986311959e-06,17.065153136954358,7,VBD,1,{'VBD'},0,yield
backward,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,backward
chosin,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,chosin
chop,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,chop
reawaken,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,reawaken
pork,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,pork
eloquence,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,eloqu
nationhood,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,nationhood
monumental,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,monument
giants,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,giant
shrines,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,shrine
vista,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,vista
meetings,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,meet
terrorism,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,terror
misjudged,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,misjudg
misunderstood,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,misunderstood
exemplar,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,exemplar
massachusetts,1,7.29250986311959e-06,17.065153136954358,13,NNP,1,{'NNP'},0,massachusett
warren,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,warren
joseph,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,joseph
punitive,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,punit
columns,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,column
heroism,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,heroism
potomac,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,potomac
wood,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,wood
tarawa,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,tarawa
guadalcanal,1,7.29250986311959e-06,17.065153136954358,11,NNP,1,{'NNP'},0,guadalcan
halfway,1,7.29250986311959e-06,17.065153136954358,7,RB,1,{'RB'},0,halfway
salerno,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,salerno
beach,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,beach
omaha,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,omaha
belleau,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,belleau
sloping,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,slope
hero,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,hero
fraction,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,fraction
tiny,1,7.29250986311959e-06,17.065153136954358,4,JJ,1,{'JJ'},0,tini
david,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,david
cemetery,1,7.29250986311959e-06,17.065153136954358,8,NNP,1,{'NNP'},0,cemeteri
arlington,1,7.29250986311959e-06,17.065153136954358,9,NNP,1,{'NNP'},0,arlington
kite,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,kite
pope,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,pope
exhortations,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,exhort
favors,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,favor
sparing,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,spare
medicare,1,7.29250986311959e-06,17.065153136954358,8,NNP,1,{'NNP'},0,medicar
apathy,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,apathi
courageous,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,courag
cynicism,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,cynic
tactic,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,tactic
debates,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,debat
forgiveness,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,forgiv
matches,1,7.29250986311959e-06,17.065153136954358,7,VBZ,1,{'VBZ'},0,match
immigrant,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,immigr
backgrounds,1,7.29250986311959e-06,17.065153136954358,11,NNS,1,{'NNS'},0,background
hidden,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,hidden
225,1,7.29250986311959e-06,17.065153136954358,3,CD,1,{'CD'},0,225
inborn,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,inborn
wind,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,wind
momentum,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,momentum
arrogance,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,arrog
library,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,librari
proliferation,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,prolifer
accumulate,1,7.29250986311959e-06,17.065153136954358,10,VBP,1,{'VBP'},0,accumul
statesman,1,7.29250986311959e-06,17.065153136954358,9,NNP,1,{'NNP'},0,statesman
missing,1,7.29250986311959e-06,17.065153136954358,7,VBG,1,{'VBG'},0,miss
unhonored,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,unhonor
uncounted,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,uncount
options,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,option
scapegoats,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,scapegoat
jericho,1,7.29250986311959e-06,17.065153136954358,7,NNP,1,{'NNP'},0,jericho
traveler,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,travel
mosque,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,mosqu
synagogue,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,synagogu
pastor,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,pastor
mentor,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,mentor
hurts,1,7.29250986311959e-06,17.065153136954358,5,NNS,1,{'NNS'},0,hurt
prisons,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,prison
seed,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,seed
raging,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,rage
halted,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,halt
insignificant,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,insignific
louder,1,7.29250986311959e-06,17.065153136954358,6,JJR,1,{'JJR'},0,louder
fortifies,1,7.29250986311959e-06,17.065153136954358,9,VBZ,1,{'VBZ'},0,fortifi
grandchildren,1,7.29250986311959e-06,17.065153136954358,13,NNS,1,{'NNS'},0,grandchildren
grandparents,1,7.29250986311959e-06,17.065153136954358,12,NNS,1,{'NNS'},0,grandpar
meets,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,meet
airports,1,7.29250986311959e-06,17.065153136954358,8,NNS,1,{'NNS'},0,airport
biological,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,biolog
chemical,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,chemic
hardworking,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,hardwork
medicine,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,medicin
anymore,1,7.29250986311959e-06,17.065153136954358,7,RB,1,{'RB'},0,anymor
shoot,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,shoot
laughter,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,laughter
echo,1,7.29250986311959e-06,17.065153136954358,4,VB,1,{'VB'},0,echo
college,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,colleg
thirty-four,1,7.29250986311959e-06,17.065153136954358,11,CD,1,{'CD'},0,thirty-four
luther,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,luther
ceaseless,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,ceaseless
gore,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,gore
grandest,1,7.29250986311959e-06,17.065153136954358,8,JJS,1,{'JJS'},0,grandest
fallible,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,fallibl
flawed,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,flaw
slave-holding,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,slave-hold
humbled,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,humbl
grace,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,grace
2001,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,2001
redeem,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,redeem
acrimony,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,acrimoni
bernardin,1,7.29250986311959e-06,17.065153136954358,9,NNP,1,{'NNP'},0,bernardin
breach,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,breach
repairers,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,repair
deplore,1,7.29250986311959e-06,17.065153136954358,7,VBP,1,{'VBP'},0,deplor
bickering,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,bicker
themes,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,theme
eternity,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,etern
tiring,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,tire
prelude,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,prelud
edifice,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,edific
insurance,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,insur
businesses,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,busi
widen,1,7.29250986311959e-06,17.065153136954358,5,VB,1,{'VB'},0,widen
g,1,7.29250986311959e-06,17.065153136954358,1,NNP,1,{'NNP'},0,g
homestead,1,7.29250986311959e-06,17.065153136954358,9,NNP,1,{'NNP'},0,homestead
motivated,1,7.29250986311959e-06,17.065153136954358,9,VBD,1,{'VBD'},0,motiv
unfinished,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,unfinish
yourself,1,7.29250986311959e-06,17.065153136954358,8,PRP,1,{'PRP'},1,yourself
youngest,1,7.29250986311959e-06,17.065153136954358,8,JJS,1,{'JJS'},0,youngest
deaths,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,death
hardest,1,7.29250986311959e-06,17.065153136954358,7,JJS,1,{'JJS'},0,hardest
darkest,1,7.29250986311959e-06,17.065153136954358,7,JJS,1,{'JJS'},0,darkest
burns,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,burn
kindles,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,kindl
sinai,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,sinai
sermon,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,sermon
mount,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,mount
eventual,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,eventu
rang,1,7.29250986311959e-06,17.065153136954358,4,VBZ,1,{'VBZ'},0,rang
bell,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,bell
ebb,1,7.29250986311959e-06,17.065153136954358,3,NN,1,{'NN'},0,ebb
inevitability,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,inevit
wheels,1,7.29250986311959e-06,17.065153136954358,6,NNS,1,{'NNS'},0,wheel
runs,1,7.29250986311959e-06,17.065153136954358,4,NNS,1,{'NNS'},0,run
healed,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,heal
koran,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,koran
background,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,background
viewpoint,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,viewpoint
baggage,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,baggag
racism,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,racism
unwanted,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,unwant
reaffirming,1,7.29250986311959e-06,17.065153136954358,11,VBG,1,{'VBG'},0,reaffirm
liberating,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,liber
concerted,1,7.29250986311959e-06,17.065153136954358,9,JJ,1,{'JJ'},0,concert
finishing,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,finish
regimes,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,regim
threats,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,threat
style,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,style
tyrants,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,tyrant
multiply,1,7.29250986311959e-06,17.065153136954358,8,RB,1,{'RB'},0,multipli
murder,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,murder
ideologies,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,ideolog
prone,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,prone
simmer,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,simmer
vulnerability,1,7.29250986311959e-06,17.065153136954358,13,NN,1,{'NN'},0,vulner
sabbatical,1,7.29250986311959e-06,17.065153136954358,10,JJ,1,{'JJ'},0,sabbat
shipwreck,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,shipwreck
consequential,1,7.29250986311959e-06,17.065153136954358,13,JJ,1,{'JJ'},0,consequenti
carter,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,carter
cheney,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,cheney
2005,1,7.29250986311959e-06,17.065153136954358,4,CD,1,{'CD'},0,2005
eternally,1,7.29250986311959e-06,17.065153136954358,9,RB,1,{'RB'},0,etern
pretend,1,7.29250986311959e-06,17.065153136954358,7,VB,1,{'VB'},0,pretend
jailed,1,7.29250986311959e-06,17.065153136954358,6,JJ,1,{'JJ'},0,jail
odd,1,7.29250986311959e-06,17.065153136954358,3,JJ,1,{'JJ'},0,odd
outlaw,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,outlaw
repression,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,repress
reformers,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,reform
ignore,1,7.29250986311959e-06,17.065153136954358,6,VB,1,{'VB'},0,ignor
hopelessness,1,7.29250986311959e-06,17.065153136954358,12,NN,1,{'NN'},0,hopeless
surprised,1,7.29250986311959e-06,17.065153136954358,9,VBN,1,{'VBN'},0,surpris
swiftest,1,7.29250986311959e-06,17.065153136954358,8,JJS,1,{'JJS'},0,swiftest
dissidents,1,7.29250986311959e-06,17.065153136954358,10,NNS,1,{'NNS'},0,dissid
dissent,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,dissent
dictators,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,dictat
grudging,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,grudg
bullies,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,bulli
aspires,1,7.29250986311959e-06,17.065153136954358,7,NNS,1,{'NNS'},0,aspir
humiliation,1,7.29250986311959e-06,17.065153136954358,11,NN,1,{'NN'},0,humili
kitchen,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,kitchen
classroom,1,7.29250986311959e-06,17.065153136954358,9,NN,1,{'NN'},0,classroom
window,1,7.29250986311959e-06,17.065153136954358,6,NN,1,{'NN'},0,window
*own*,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,*own*
construct,1,7.29250986311959e-06,17.065153136954358,9,VB,1,{'VB'},0,construct
mustered,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,muster
questing,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,quest
restless,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,restless
fearsome,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,fearsom
eroded,1,7.29250986311959e-06,17.065153136954358,6,VBN,1,{'VBN'},0,erod
drifting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,drift
drifted,1,7.29250986311959e-06,17.065153136954358,7,VBN,1,{'VBN'},0,drift
robs,1,7.29250986311959e-06,17.065153136954358,4,NN,1,{'NN'},0,rob
bankrupt,1,7.29250986311959e-06,17.065153136954358,8,VB,1,{'VB'},0,bankrupt
devastates,1,7.29250986311959e-06,17.065153136954358,10,VBZ,1,{'VBZ'},0,devast
harder,1,7.29250986311959e-06,17.065153136954358,6,RBR,1,{'RBR'},0,harder
*millions*,1,7.29250986311959e-06,17.065153136954358,10,NN,1,{'NN'},0,*millions*
*urgent*,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,*urgent*
remaking,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,remak
dramatic,1,7.29250986311959e-06,17.065153136954358,8,JJ,1,{'JJ'},0,dramat
*wrong*,1,7.29250986311959e-06,17.065153136954358,7,NN,1,{'NN'},0,*wrong*
igniting,1,7.29250986311959e-06,17.065153136954358,8,VBG,1,{'VBG'},0,ignit
*right*,1,7.29250986311959e-06,17.065153136954358,7,JJ,1,{'JJ'},0,*right*
tomorrows,1,7.29250986311959e-06,17.065153136954358,9,NNS,1,{'NNS'},0,tomorrow
experimentation,1,7.29250986311959e-06,17.065153136954358,15,NN,1,{'NN'},0,experiment
paves,1,7.29250986311959e-06,17.065153136954358,5,VBZ,1,{'VBZ'},0,pave
*down*,1,7.29250986311959e-06,17.065153136954358,6,NNP,1,{'NNP'},0,*down*
*up*,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,*up*
*out*,1,7.29250986311959e-06,17.065153136954358,5,NNP,1,{'NNP'},0,*out*
*in*,1,7.29250986311959e-06,17.065153136954358,4,NNP,1,{'NNP'},0,*in*
worry,1,7.29250986311959e-06,17.065153136954358,5,NN,1,{'NN'},0,worri
maneuver,1,7.29250986311959e-06,17.065153136954358,8,NN,1,{'NN'},0,maneuv
expecting,1,7.29250986311959e-06,17.065153136954358,9,VBG,1,{'VBG'},0,expect
*from*,1,7.29250986311959e-06,17.065153136954358,6,IN,1,{'IN'},0,*from*
borrowed,1,7.29250986311959e-06,17.065153136954358,8,VBN,1,{'VBN'},0,borrow
